REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,PSU,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4,P5Y,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH,Q4,Annualfac,,District,Psu,Factor
2,2011,1,3,91,10,7,1,7,2,4,2,60,3,2,2,19,5,2,2,2,,411.787733200084,,,,
2,2011,1,3,91,10,7,1,7,3,4,1,60,3,2,2,19,5,2,2,2,,411.787733200084,,,,
2,2011,1,3,91,10,7,1,7,4,5,1,65,3,2,3,19,5,2,2,2,,411.787733200084,,,,
2,2011,1,3,91,10,8,1,8,1,1,1,51,3,2,5,19,5,2,2,2,,411.787733200084,,,,
2,2011,2,1,91,11,2,1,52,1,1,1,70,2,4,2,11,5,2,1,1,,145.14321002982,,,,
2,2011,2,1,91,11,2,1,52,2,2,2,60,2,4,2,11,5,1,1,1,,145.14321002982,,,,
2,2011,2,1,91,11,2,1,52,3,5,2,86,2,4,3,5,5,1,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,3,1,53,1,1,1,49,2,2,2,8,5,2,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,3,1,53,2,2,2,48,2,2,2,10,5,2,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,3,1,53,3,3,2,18,2,2,1,11,1,2,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,3,1,53,4,3,2,10,2,2,1,5,1,2,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,4,1,54,1,1,1,61,2,4,2,11,5,1,1,1,,145.14321002982,,,,
2,2011,2,1,91,11,4,1,54,2,2,2,58,2,4,2,11,5,1,1,1,,145.14321002982,,,,
2,2011,2,1,91,11,4,1,54,3,3,2,27,2,4,1,19,5,2,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,4,1,54,4,3,2,21,2,4,1,11,5,1,1,1,,145.14321002982,,,,
2,2011,2,1,91,11,5,1,55,1,1,1,74,1,1,2,6,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,5,1,55,2,2,2,65,1,1,2,4,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,5,1,55,3,5,1,35,1,1,2,6,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,5,1,55,4,3,2,30,1,1,2,13,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,5,1,55,5,5,1,5,1,1,1,19,5, , , ,,145.14321002982,,,,
2,2011,2,1,91,11,6,1,56,1,1,1,39,1,1,2,10,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,6,1,56,2,2,2,37,1,1,2,10,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,6,1,56,3,3,1,8,1,1,1,1,1, , , ,,145.14321002982,,,,
2,2011,2,1,91,11,6,1,56,4,3,2,2,1,1,1,  , , , , ,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,1,1,1,52,3,2,2,7,5,1,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,2,2,2,52,3,2,2,2,5,2,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,3,3,1,27,3,2,1,11,5,1,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,4,3,2,25,3,2,2,10,5,1,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,5,5,1,30,3,2,2,3,5,2,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,6,3,2,25,3,2,1,10,5,1,1,2,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,7,5,1,6,3,2,1,0,1, , , ,,145.14321002982,,,,
2,2011,2,1,91,11,7,1,57,8,5,2,3,3,3,1,  , , , , ,,145.14321002982,,,,
2,2011,2,1,91,11,8,1,58,1,1,1,52,1,1,2,10,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,8,1,58,2,2,2,45,1,1,2,11,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,8,1,58,3,3,2,18,1,1,1,11,1,1,2,1,,145.14321002982,,,,
2,2011,2,1,91,11,8,1,58,4,3,2,16,1,1,1,10,1,1,2,1,,145.14321002982,,,,
2,2011,2,1,91,11,8,1,58,5,3,2,8,1,1,1,2,1, , , ,,145.14321002982,,,,
2,2011,2,1,91,11,10,1,60,1,1,2,56,1,1,3,10,5,1,2,2,,145.14321002982,,,,
2,2011,2,1,91,11,10,1,60,2,2,2,30,1,1,2,13,5,1,2,1,,145.14321002982,,,,
2,2011,2,1,91,11,10,1,60,3,5,1,30,1,1,2,13,5,1,2,1,,145.14321002982,,,,
2,2011,2,1,91,11,10,1,60,4,5,1,1,1,1,1,  , , , , ,,145.14321002982,,,,
2,2011,2,2,91,12,1,1,11,1,1,1,65,1,1,2,11,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,1,1,11,2,2,2,54,1,1,2,9,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,1,1,11,3,3,2,36,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,1,1,11,4,5,2,1,1,1,1,  , , , , ,,303.987316257293,,,,
2,2011,2,2,91,12,2,1,12,1,1,1,32,1,1,2,5,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,2,1,12,2,2,2,27,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,2,1,12,3,3,2,8,1,1,1,3,1, , , ,,303.987316257293,,,,
2,2011,2,2,91,12,2,1,12,4,3,1,4,1,1,1,  , , , , ,,303.987316257293,,,,
2,2011,2,2,91,12,3,1,13,1,1,1,55,1,1,2,9,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,3,1,13,2,2,2,47,1,1,2,9,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,3,1,13,3,3,2,23,1,1,1,13,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,4,1,14,1,1,1,45,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,4,1,14,2,2,2,34,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,4,1,14,3,3,1,6,1,1,1,1,1, , , ,,303.987316257293,,,,
2,2011,2,2,91,12,5,1,15,1,1,1,64,1,1,2,13,5,1,2,1,,303.987316257293,,,,
2,2011,2,2,91,12,5,1,15,2,2,2,57,1,1,2,11,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,5,1,15,3,3,1,30,1,1,1,13,2,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,5,1,15,4,3,2,27,1,1,1,15,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,6,1,16,1,1,1,58,1,1,2,15,5,1,2,1,,303.987316257293,,,,
2,2011,2,2,91,12,6,1,16,2,2,2,45,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,6,1,16,3,3,1,12,1,1,1,6,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,7,1,17,1,1,1,40,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,7,1,17,2,2,2,38,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,7,1,17,3,3,1,16,1,1,1,10,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,7,1,17,4,3,1,11,1,1,1,5,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,1,1,1,70,1,1,2,3,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,2,2,2,69,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,3,3,1,41,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,4,5,2,30,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,5,5,2,12,1,1,1,7,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,8,1,18,6,5,1,3,1,1,1,  , , , , ,,303.987316257293,,,,
2,2011,2,2,91,12,9,1,19,1,1,1,70,1,1,2,7,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,9,1,19,2,2,2,60,1,1,2,7,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,10,1,20,1,1,1,49,1,1,2,7,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,10,1,20,2,2,2,48,1,1,2,10,5,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,10,1,20,3,3,2,18,1,1,1,12,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,12,10,1,20,4,3,2,16,1,1,1,10,1,1,2,2,,303.987316257293,,,,
2,2011,2,2,91,13,1,1,1,1,1,1,82,1,1,2,7,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,1,1,1,2,2,2,70,1,1,2,7,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,1,1,1,3,3,1,45,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,1,1,1,4,5,2,40,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,1,1,1,5,5,2,15,1,1,1,10,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,1,1,1,6,5,2,10,1,1,1,5,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,2,1,2,1,1,1,46,1,1,2,10,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,2,1,2,2,2,2,42,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,2,1,2,3,3,1,15,1,1,1,9,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,2,1,2,4,3,1,10,1,1,1,4,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,3,1,3,1,1,1,42,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,3,1,3,2,2,2,42,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,3,1,3,3,3,2,10,1,1,1,5,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,3,1,3,4,3,2,6,1,1,1,1,1, , , ,,328.113293738031,,,,
2,2011,2,2,91,13,4,1,4,1,1,1,51,1,1,2,7,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,4,1,4,2,2,2,50,1,1,2,7,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,4,1,4,3,3,2,17,1,1,1,9,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,5,1,5,1,1,1,52,1,1,2,9,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,5,1,5,2,2,2,47,1,1,2,7,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,5,1,5,3,4,2,74,1,1,3,2,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,6,1,6,1,1,1,48,1,1,2,13,5,1,2,1,,328.113293738031,,,,
2,2011,2,2,91,13,6,1,6,2,2,2,48,1,1,2,13,5,1,2,1,,328.113293738031,,,,
2,2011,2,2,91,13,6,1,6,3,3,1,14,1,1,1,9,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,7,1,7,1,1,1,42,1,1,2,12,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,7,1,7,2,2,2,32,1,1,2,9,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,7,1,7,3,3,1,12,1,1,1,7,1,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,7,1,7,4,3,2,9,1,1,1,4,1, , , ,,328.113293738031,,,,
2,2011,2,2,91,13,9,1,9,1,1,1,63,1,1,2,11,5,1,2,1,,328.113293738031,,,,
2,2011,2,2,91,13,9,1,9,2,2,2,59,1,1,2,11,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,9,1,9,3,3,2,27,1,1,1,13,5,1,2,1,,328.113293738031,,,,
2,2011,2,2,91,13,9,1,9,4,3,2,20,1,1,1,13,2,1,2,1,,328.113293738031,,,,
2,2011,2,2,91,13,10,1,10,1,1,1,28,1,1,2,8,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,10,1,10,2,2,2,28,1,1,2,13,5,1,2,2,,328.113293738031,,,,
2,2011,2,2,91,13,10,1,10,3,3,2,0,1,1,1,  , , , , ,,328.113293738031,,,,
2,2011,2,2,91,13,10,1,10,4,3,2,0,1,1,1,  , , , , ,,328.113293738031,,,,
2,2011,2,2,91,14,1,1,41,1,1,1,32,4,3,2,13,5,1,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,1,1,41,2,2,2,27,4,3,2,8,5,2,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,1,1,41,3,3,2,4,4,3,1,  , , , , ,,324.220238280912,,,,
2,2011,2,2,91,14,1,1,41,4,3,1,1,4,3,1,  , , , , ,,324.220238280912,,,,
2,2011,2,2,91,14,2,1,42,1,1,1,42,4,3,2,10,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,2,1,42,2,2,2,32,4,3,2,10,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,2,1,42,3,3,1,12,4,3,1,6,1,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,2,1,42,4,3,1,8,4,3,1,2,1, , , ,,324.220238280912,,,,
2,2011,2,2,91,14,2,1,42,5,3,2,3,4,3,1,  , , , , ,,324.220238280912,,,,
2,2011,2,2,91,14,3,1,43,1,1,1,76,4,3,2,6,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,3,1,43,2,2,2,55,4,3,2,3,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,3,1,43,3,3,1,34,4,3,2,10,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,3,1,43,4,3,1,23,4,3,1,13,4,2,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,3,1,43,5,5,2,2,3,1,1,  , , , , ,,324.220238280912,,,,
2,2011,2,2,91,14,4,1,44,1,1,1,43,4,3,2,7,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,4,1,44,2,2,2,43,4,3,2,4,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,4,1,44,3,3,1,16,4,3,1,7,1,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,4,1,44,4,3,1,13,4,3,1,6,1,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,5,1,45,1,1,1,42,4,3,2,11,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,5,1,45,2,2,2,35,4,3,2,11,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,5,1,45,3,4,1,75,4,3,3,3,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,5,1,45,4,3,1,15,4,3,1,10,1,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,5,1,45,5,3,2,12,4,3,1,6,1,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,8,1,48,1,1,1,49,4,3,2,13,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,8,1,48,2,2,2,44,4,3,2,13,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,8,1,48,3,3,1,18,4,3,1,11,1,1,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,9,1,49,1,1,1,52,4,3,2,10,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,9,1,49,2,2,2,45,4,3,2,10,5,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,9,1,49,3,3,1,21,4,3,1,13,3,1,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,9,1,49,4,3,2,18,4,3,1,12,1,1,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,9,1,49,5,4,2,80,4,3,3,19,5,2,2,2,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,1,1,1,49,4,3,2,9,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,2,2,2,43,4,3,2,8,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,3,3,1,20,4,3,1,10,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,4,3,1,18,4,3,1,11,1,2,1,1,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,5,3,2,15,4,3,1,9,1,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,14,10,1,50,6,3,1,22,4,3,1,10,5,2,1,2,,324.220238280912,,,,
2,2011,2,2,91,15,1,1,91,1,1,1,60,1,1,2,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,1,1,91,2,2,2,55,1,1,2,8,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,1,1,91,3,3,1,26,1,1,2,12,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,1,1,91,4,5,2,21,1,1,2,13,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,1,1,91,5,5,1,1,1,1,1,  , , , , ,,381.64458024235,,,,
2,2011,2,2,91,15,2,1,92,1,1,1,47,1,1,2,5,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,2,1,92,2,2,2,46,1,1,2,7,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,2,1,92,3,3,1,10,1,1,1,5,1,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,3,1,93,1,1,2,59,1,1,2,5,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,3,1,93,2,4,1,77,1,1,3,13,5,1,1,1,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,1,1,1,62,1,1,2,4,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,2,2,2,52,1,1,2,7,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,3,3,2,29,1,1,1,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,4,3,1,24,1,1,1,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,5,3,1,22,1,1,1,9,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,4,1,94,6,3,1,19,1,1,1,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,95,1,1,1,59,1,1,2,8,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,95,2,2,2,56,1,1,2,6,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,95,3,3,2,30,1,1,2,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,95,4,5,2,5,1,1,1,0,1, , , ,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,1,1,1,39,1,1,2,7,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,2,2,2,33,1,1,2,6,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,3,3,2,16,1,1,1,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,4,3,2,12,1,1,1,7,1,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,5,3,2,7,1,1,1,2,1, , , ,,381.64458024235,,,,
2,2011,2,2,91,15,6,1,96,6,3,1,2,1,1,1,  , , , , ,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,1,1,2,72,1,1,3,5,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,2,3,1,41,1,1,1,13,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,3,3,2,45,1,1,2,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,4,5,1,48,1,1,2,10,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,5,5,2,13,1,1,1,8,1,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,7,1,97,6,5,2,13,1,1,1,8,1,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,98,1,1,1,48,1,1,2,7,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,98,2,2,2,41,1,1,2,7,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,5,1,98,3,3,1,15,1,1,1,10,1,1,2,1,,381.64458024235,,,,
2,2011,2,2,91,15,9,1,99,1,1,1,49,1,1,2,13,5,1,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,9,1,99,2,2,2,42,1,1,2,13,5,1,1,2,,381.64458024235,,,,
2,2011,2,2,91,15,9,1,99,3,3,1,19,1,1,1,12,1,1,2,1,,381.64458024235,,,,
2,2011,2,2,91,15,9,1,99,4,3,2,15,1,1,1,9,1,1,2,1,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,1,1,1,70,2,2,2,4,5,2,1,2,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,2,2,2,58,2,2,2,19,5,2,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,3,3,2,21,2,2,1,13,5,1,1,1,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,4,3,1,25,2,2,2,19,5,2,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,5,5,2,23,2,2,2,3,5,2,2,2,,381.64458024235,,,,
2,2011,2,2,91,15,10,1,100,6,5,2,0,2,2,1,  , , , , ,,381.64458024235,,,,
2,2011,2,2,91,16,1,1,31,1,1,1,51,1,1,2,19,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,1,1,31,2,2,2,47,1,1,2,19,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,1,1,31,3,3,1,19,1,1,1,10,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,3,1,33,1,1,2,40,1,1,3,3,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,3,1,33,2,3,1,20,1,1,1,10,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,3,1,33,3,3,1,16,1,1,1,10,1,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,5,1,35,1,1,2,47,1,1,3,2,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,5,1,35,2,3,1,18,1,1,1,7,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,6,1,36,1,1,1,54,1,1,2,7,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,6,1,36,2,2,2,47,1,1,2,1,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,6,1,36,3,3,1,27,1,1,1,19,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,7,1,37,1,1,1,40,1,1,2,19,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,7,1,37,2,2,2,39,1,1,2,3,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,7,1,37,3,3,1,13,1,1,1,7,1,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,8,1,38,1,1,1,34,1,1,1,5,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,1,1,1,38,1,1,2,2,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,2,2,2,34,1,1,2,6,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,3,3,1,14,1,1,1,8,1,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,4,3,2,13,1,1,1,8,1,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,5,3,2,12,1,1,1,6,1,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,6,3,2,5,1,1,1,0,1, , , ,,390.840835187948,,,,
2,2011,2,2,91,16,9,1,39,7,3,1,1,1,1,1,  , , , , ,,390.840835187948,,,,
2,2011,2,2,91,16,10,1,40,1,1,1,66,1,1,2,3,5,1,2,2,,390.840835187948,,,,
2,2011,2,2,91,16,10,1,40,2,2,2,66,1,1,2,2,5,2,2,2,,390.840835187948,,,,
2,2011,2,2,91,17,1,1,71,1,1,1,54,1,1,2,2,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,2,1,72,1,1,1,44,1,1,2,10,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,2,1,72,2,2,2,42,1,1,2,10,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,2,1,72,3,3,1,9,1,1,1,4,1, , , ,,331.622526826138,,,,
2,2011,2,2,91,17,2,1,72,4,3,2,5,1,1,1,0,1, , , ,,331.622526826138,,,,
2,2011,2,2,91,17,2,1,72,5,3,2,3,1,1,1,  , , , , ,,331.622526826138,,,,
2,2011,2,2,91,17,3,1,73,1,1,1,80,1,1,2,2,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,3,1,73,2,2,2,74,1,1,2,19,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,4,1,74,1,1,1,53,1,1,2,3,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,4,1,74,2,2,2,40,1,1,2,2,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,4,1,74,3,3,1,16,1,1,1,10,1,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,4,1,74,4,3,2,13,1,1,1,8,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,4,1,74,5,3,2,8,1,1,1,3,1, , , ,,331.622526826138,,,,
2,2011,2,2,91,17,5,1,75,1,1,2,65,1,1,1,2,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,5,1,75,2,5,1,70,1,1,1,19,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,1,1,2,82,1,1,3,19,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,2,3,1,49,1,1,2,4,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,3,5,2,44,1,1,2,10,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,4,5,1,16,1,1,1,10,1,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,5,5,1,14,1,1,1,9,1,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,6,1,76,6,5,2,13,1,1,1,8,1,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,7,1,77,1,1,1,40,1,1,2,8,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,7,1,77,2,2,2,28,1,1,2,11,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,7,1,77,3,3,2,5,1,1,1,0,3, , , ,,331.622526826138,,,,
2,2011,2,2,91,17,8,1,78,1,1,2,72,1,1,3,5,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,8,1,78,2,3,1,33,1,1,1,8,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,9,1,79,1,1,1,78,1,1,2,2,5,2,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,9,1,79,2,2,2,62,1,1,2,5,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,9,1,79,3,3,1,45,1,1,1,10,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,10,1,80,1,1,2,64,1,1,3,6,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,10,1,80,2,3,2,46,1,1,2,10,5,1,2,2,,331.622526826138,,,,
2,2011,2,2,91,17,10,1,80,3,3,2,41,1,1,2,10,5,1,2,2,,331.622526826138,,,,
